book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,image_url,small_image_url
2837,6514074,6514074,6705842,58,1599951495,"Robert M. Edsel, Bret Witter",2009.0,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",en-US,3.75,30583,35215,https://images.gr-assets.com/books/1344270659m/6514074.jpg,https://images.gr-assets.com/books/1344270659s/6514074.jpg
2838,18140047,18140047,25484455,60,374346674,Ava Dellaira,2014.0,Love Letters to the Dead,eng,3.82,38701,45914,https://images.gr-assets.com/books/1497096111m/18140047.jpg,https://images.gr-assets.com/books/1497096111s/18140047.jpg
2839,10776793,2535743,2543266,24,,Helen Bryan,2007.0,War Brides,en-CA,3.75,16565,33982,https://images.gr-assets.com/books/1341794666m/10776793.jpg,https://images.gr-assets.com/books/1341794666s/10776793.jpg
2840,27071490,27071490,47113792,56,1101947136,Yaa Gyasi,2016.0,Homegoing,eng,4.41,41524,49984,https://images.gr-assets.com/books/1448108591m/27071490.jpg,https://images.gr-assets.com/books/1448108591s/27071490.jpg
2841,7237456,7237456,8159756,36,393068471,Mary Roach,2010.0,Packing for Mars: The Curious Science of Life in the Void,en-US,3.93,35724,38592,https://images.gr-assets.com/books/1290480157m/7237456.jpg,https://images.gr-assets.com/books/1290480157s/7237456.jpg
2842,3410425,3410425,3450678,51,446195502,David Baldacci,2008.0,"Divine Justice (Camel Club, #4)",en-US,4.17,35071,38072,https://images.gr-assets.com/books/1336266873m/3410425.jpg,https://images.gr-assets.com/books/1336266873s/3410425.jpg
2843,3918010,3918010,3963458,30,785132619,"Mark Millar, John Romita Jr., Rob Liefeld",2010.0,"Kick-Ass (Kick-Ass, #1)",eng,4.04,30688,32579,https://images.gr-assets.com/books/1343964935m/3918010.jpg,https://images.gr-assets.com/books/1343964935s/3918010.jpg
2844,408615,408615,69191,47,1401908977,"Immaculée Ilibagiza, Steve Erwin",2006.0,Left to Tell: Discovering God Amidst the Rwandan Holocaust,eng,4.43,30270,31952,https://images.gr-assets.com/books/1328860563m/408615.jpg,https://images.gr-assets.com/books/1328860563s/408615.jpg
2845,6686101,6686101,6881431,36,61449121,Michael  Grant,2011.0,"Plague (Gone, #4)",en-US,4.18,38819,41996,https://images.gr-assets.com/books/1277829926m/6686101.jpg,https://images.gr-assets.com/books/1277829926s/6686101.jpg
2846,5344,5344,6751955,773,321107217,Charles Dickens,1854.0,Hard Times,eng,3.5,34675,42170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2847,16033842,16033842,21805083,131,2877068161,Joël Dicker,2011.0,La Vérité sur l'affaire Harry Quebert,fre,3.94,14610,40614,https://images.gr-assets.com/books/1347987605m/16033842.jpg,https://images.gr-assets.com/books/1347987605s/16033842.jpg
2848,3722183,3722183,42652219,58,316176532,Kate Atkinson,2015.0,A God in Ruins,eng,3.92,26604,34179,https://images.gr-assets.com/books/1451442002m/3722183.jpg,https://images.gr-assets.com/books/1451442002s/3722183.jpg
2849,6681454,6681454,14597518,77,052595158X,Harlan Coben,2010.0,Caught,,3.98,34168,39054,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2850,46202,46202,1254584,54,373802498,Maria V. Snyder,2006.0,"Magic Study (Study, #2)",eng,4.06,48234,56503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2851,667985,667985,2148984,14,1931514925,"CLAMP, Shirley Kubo",2001.0,"Chobits, Vol. 1",eng,4.05,34149,34322,https://images.gr-assets.com/books/1487723428m/667985.jpg,https://images.gr-assets.com/books/1487723428s/667985.jpg
2852,57891,57891,2786327,36,156931778X,"Koushun Takami, Yuji Oniki",1999.0,Battle Royale,eng,4.24,35641,41193,https://images.gr-assets.com/books/1331235272m/57891.jpg,https://images.gr-assets.com/books/1331235272s/57891.jpg
2853,5126859,5126859,5193717,31,553807218,Sarah Addison Allen,2010.0,The Girl Who Chased the Moon,en-US,3.97,41049,46294,https://images.gr-assets.com/books/1320483463m/5126859.jpg,https://images.gr-assets.com/books/1320483463s/5126859.jpg
2854,107301,107301,276591,114,1842323008,Nevil Shute,1950.0,A Town Like Alice,eng,4.12,36007,39705,https://images.gr-assets.com/books/1327957610m/107301.jpg,https://images.gr-assets.com/books/1327957610s/107301.jpg
2855,18667945,18667945,26493608,35,039916927X,Sophia Amoruso,2014.0,#GIRLBOSS,eng,3.71,40090,43741,https://images.gr-assets.com/books/1390931472m/18667945.jpg,https://images.gr-assets.com/books/1390931472s/18667945.jpg
2856,2485785,2485785,1544939,43,778325318,Diane Chamberlain,2006.0,The Secret Life of CeeCee Wilkes,eng,4.09,32490,37581,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2857,188230,188230,2570338,72,445406518,Elizabeth Peters,1975.0,Crocodile on the Sandbank (Amelia Peabody #1),en-US,4.02,44395,46927,https://images.gr-assets.com/books/1306096774m/188230.jpg,https://images.gr-assets.com/books/1306096774s/188230.jpg
2858,6070950,6070950,6247416,68,425230074,Nora Roberts,2009.0,"Bed of Roses (Bride Quartet, #2)",eng,4.11,45089,48488,https://images.gr-assets.com/books/1316972420m/6070950.jpg,https://images.gr-assets.com/books/1316972420s/6070950.jpg
2859,19670,19670,17028842,57,425147584,Tom Clancy,1994.0,"Debt of Honor (Jack Ryan Universe, #8)",en-US,4.03,34952,36617,https://images.gr-assets.com/books/1310086695m/19670.jpg,https://images.gr-assets.com/books/1310086695s/19670.jpg
2860,17343,17343,2072983,70,156904365,C.S. Lewis,1956.0,Till We Have Faces,en-US,4.19,36758,39194,https://images.gr-assets.com/books/1381692105m/17343.jpg,https://images.gr-assets.com/books/1381692105s/17343.jpg
2861,224500,224500,1275528,91,142406120,Anthony Horowitz,2001.0,"Point Blank (Alex Rider, #2)",en-US,4.1,39296,42482,https://images.gr-assets.com/books/1375494413m/224500.jpg,https://images.gr-assets.com/books/1375494413s/224500.jpg
2862,15676,15676,359553,62,425181111,Dean Koontz,1986.0,Strangers,,3.98,34661,36258,https://images.gr-assets.com/books/1308458895m/15676.jpg,https://images.gr-assets.com/books/1308458895s/15676.jpg
2863,93794,93794,2153394,45,451209338,Daniel Silva,2000.0,"The Kill Artist (Gabriel Allon, #1)",eng,4.0,31579,36365,https://images.gr-assets.com/books/1391616227m/93794.jpg,https://images.gr-assets.com/books/1391616227s/93794.jpg
2864,490867,490867,2318048,20,1844280594,Mo Willems,2004.0,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",eng,4.26,37886,39422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2865,47558,47558,3211551,8,747541604,Edward Gorey,1963.0,"The Gashlycrumb Tinies (The Vinegar Works, #1)",eng,4.23,37054,38430,https://images.gr-assets.com/books/1327933644m/47558.jpg,https://images.gr-assets.com/books/1327933644s/47558.jpg
2866,13147230,13147230,18164154,43,62067753,"Terry Pratchett, Stephen Baxter",2012.0,"The Long Earth (The Long Earth, #1)",eng,3.74,32313,38437,https://images.gr-assets.com/books/1335532694m/13147230.jpg,https://images.gr-assets.com/books/1335532694s/13147230.jpg
2867,1319,1319,722104,29,446691437,"Steven Pressfield, Robert McKee",2002.0,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,en-US,4.07,31399,37038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2868,13223520,13223520,17258588,14,,Abbi Glines,2004.0,"Existence (Existence Trilogy, #1)",eng,3.95,51368,52621,https://images.gr-assets.com/books/1327184429m/13223520.jpg,https://images.gr-assets.com/books/1327184429s/13223520.jpg
2869,11438,11438,2739837,72,679723056,Raymond Carver,1981.0,What We Talk About When We Talk About Love,eng,4.22,29807,33517,https://images.gr-assets.com/books/1475474209m/11438.jpg,https://images.gr-assets.com/books/1475474209s/11438.jpg
2870,104379,104379,1070158,39,670061107,Sarah Dessen,1996.0,That Summer,eng,3.49,43723,46291,https://images.gr-assets.com/books/1309197116m/104379.jpg,https://images.gr-assets.com/books/1309197116s/104379.jpg
2871,10790290,10790290,15702572,21,316187747,Michael J. Sullivan,2011.0,"Theft of Swords (The Riyria Revelations, #1-2)",eng,4.21,33076,37062,https://images.gr-assets.com/books/1307959785m/10790290.jpg,https://images.gr-assets.com/books/1307959785s/10790290.jpg
2872,17286747,17286747,23845712,25,1250010691,Diane Chamberlain,2013.0,"Necessary Lies (Necessary Lies, #1)",eng,4.21,32761,37189,https://images.gr-assets.com/books/1362226103m/17286747.jpg,https://images.gr-assets.com/books/1362226103s/17286747.jpg
2873,218467,218467,1842237,29,449208133,"Larry Niven, Jerry Pournelle",1977.0,Lucifer's Hammer,en-US,3.98,33228,34997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2874,114144,114144,1353111,74,425205754,Nora Roberts,1996.0,Montana Sky,eng,4.07,36576,38610,https://images.gr-assets.com/books/1309197209m/114144.jpg,https://images.gr-assets.com/books/1309197209s/114144.jpg
2875,31548,31548,2547187,343,451530179,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915.0,Of Human Bondage,eng,4.11,33028,38515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2876,18879761,18879761,26881966,54,451471474,Gayle Forman,2015.0,I Was Here,eng,3.78,38196,42970,https://images.gr-assets.com/books/1405960366m/18879761.jpg,https://images.gr-assets.com/books/1405960366s/18879761.jpg
2877,99110,99110,17121965,45,525467262,"A.A. Milne, Ernest H. Shepard",1961.0,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",en-US,4.49,37312,38520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2878,32527,32527,235306,52,553584537,Lisa Gardner,2004.0,"Alone (Detective D.D. Warren, #1)",en-US,3.97,36437,40070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2879,153542,153542,1069773,40,395169615,Virginia Lee Burton,1938.0,Mike Mulligan and His Steam Shovel,,4.2,42632,43735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2880,17383994,17383994,27356672,26,62278789,Veronica Roth,2013.0,"Divergent Series Complete Box Set (Divergent, #1-3)",en-US,4.32,19325,33374,https://images.gr-assets.com/books/1372682053m/17383994.jpg,https://images.gr-assets.com/books/1372682053s/17383994.jpg
2881,116296,116296,144656,61,61161640,Terry Pratchett,2007.0,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",en-US,4.23,39419,45091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2882,7074000,7074000,7327847,64,1423368991,Nora Roberts,2010.0,"Happy Ever After (Bride Quartet, #4)",eng,4.17,40323,45829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2883,10908,10908,1069959,44,140230270,Jodi Picoult,1993.0,Harvesting the Heart,eng,3.59,35064,37783,https://images.gr-assets.com/books/1309198959m/10908.jpg,https://images.gr-assets.com/books/1309198959s/10908.jpg
2884,16150830,16150830,21986942,35,1423157516,Alexandra Bracken,2013.0,"Never Fade (The Darkest Minds, #2)",eng,4.33,46332,49465,https://images.gr-assets.com/books/1368460550m/16150830.jpg,https://images.gr-assets.com/books/1368460550s/16150830.jpg
2885,3257136,3257136,3292360,103,446407410,"Vicki Myron, Bret Witter",2008.0,Dewey: The Small-Town Library Cat Who Touched the World,eng,3.85,40356,43295,https://images.gr-assets.com/books/1398144610m/3257136.jpg,https://images.gr-assets.com/books/1398144610s/3257136.jpg
2886,16248113,16248113,21599439,40,62104896,Soman Chainani,2013.0,"The School for Good and Evil (The School for Good and Evil, #1)",eng,4.0,35890,39917,https://images.gr-assets.com/books/1490529205m/16248113.jpg,https://images.gr-assets.com/books/1490529205s/16248113.jpg
2887,30259,30259,477836,37,60788380,Kim Harrison,2007.0,"For a Few Demons More (The Hollows, #5)",en-US,4.33,44879,48461,https://images.gr-assets.com/books/1319592584m/30259.jpg,https://images.gr-assets.com/books/1319592584s/30259.jpg
2888,20821043,20821043,21598636,44,670026328,Tana French,2014.0,"The Secret Place (Dublin Murder Squad, #5)",eng,3.83,30834,38667,https://images.gr-assets.com/books/1396671263m/20821043.jpg,https://images.gr-assets.com/books/1396671263s/20821043.jpg
2889,6604209,6604209,6798109,15,076536543X,Brandon Sanderson,2009.0,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",en-US,4.55,22917,32376,https://images.gr-assets.com/books/1257442247m/6604209.jpg,https://images.gr-assets.com/books/1257442247s/6604209.jpg
2890,227729,227729,2495542,79,671024094,Jeffery Deaver,1998.0,"The Coffin Dancer (Lincoln Rhyme, #2)",en-US,4.16,34121,36274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2891,6545536,6545536,6737901,26,545060486,Gordon Korman,2010.0,"The Emperor's Code (The 39 Clues, #8)",eng,4.04,36068,36546,https://images.gr-assets.com/books/1357211054m/6545536.jpg,https://images.gr-assets.com/books/1357211054s/6545536.jpg
2892,808853,808853,251371,21,618164413,"Margret Rey, H.A. Rey",1969.0,The Complete Adventures of Curious George,,4.23,39453,39802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2893,11082037,11082037,15547563,74,316069418,Michael Connelly,2011.0,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",eng,4.14,32426,39023,https://images.gr-assets.com/books/1327935031m/11082037.jpg,https://images.gr-assets.com/books/1327935031s/11082037.jpg
2894,500503,500503,488611,10,189221301X,Naoko Takeuchi,1992.0,"Sailor Moon, #1 (Sailor Moon, #1)",eng,4.29,34951,35192,https://images.gr-assets.com/books/1327981776m/500503.jpg,https://images.gr-assets.com/books/1327981776s/500503.jpg
2895,17331349,17331349,24034629,48,62218360,"Steven D. Levitt, Stephen J. Dubner",2014.0,Think Like a Freak,eng,3.82,25990,32724,https://images.gr-assets.com/books/1395610974m/17331349.jpg,https://images.gr-assets.com/books/1395610974s/17331349.jpg
2896,13436373,13436373,18940474,8,545326990,"Raina Telgemeier, Gurihiru",2012.0,Drama,eng,4.14,42759,44842,https://images.gr-assets.com/books/1330157763m/13436373.jpg,https://images.gr-assets.com/books/1330157763s/13436373.jpg
2897,3110,3110,824686,18,074326004X,Sarah Vowell,2005.0,Assassination Vacation,en-US,3.98,32176,34125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2898,92121,92121,1383240,79,380014300,Roger Zelazny,1970.0,Nine Princes in Amber (The Chronicles of Amber #1),en-US,4.1,37961,40090,https://images.gr-assets.com/books/1416090973m/92121.jpg,https://images.gr-assets.com/books/1416090973s/92121.jpg
2899,18144053,18144053,25491380,30,1451693567,Alice Hoffman,2014.0,The Museum of Extraordinary Things,eng,3.73,29805,35357,https://images.gr-assets.com/books/1392575125m/18144053.jpg,https://images.gr-assets.com/books/1392575125s/18144053.jpg
2900,3220405,3220405,3465687,31,765304961,Orson Scott Card,2008.0,"Ender in Exile (Ender's Saga, #1.2)",en-US,3.89,29389,38419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2901,421129,421129,2523603,38,042519485X,MaryJanice Davidson,2004.0,"Undead and Unwed (Undead, #1)",en-US,3.81,45634,47820,https://images.gr-assets.com/books/1298768655m/421129.jpg,https://images.gr-assets.com/books/1298768655s/421129.jpg
2902,4005,4005,19254211,143,722536542,Paulo Coelho,1996.0,The Fifth Mountain,eng,3.61,26060,30977,https://images.gr-assets.com/books/1358268472m/4005.jpg,https://images.gr-assets.com/books/1358268472s/4005.jpg
2903,35519,35519,971052,46,385418868,"Joseph Campbell, Bill Moyers",1988.0,The Power of Myth,en-GB,4.3,32337,33914,https://images.gr-assets.com/books/1327878742m/35519.jpg,https://images.gr-assets.com/books/1327878742s/35519.jpg
2904,21418013,21418013,26115712,29,765375869,John Scalzi,2014.0,"Lock In (Lock In, #1)",eng,3.85,31073,35213,https://images.gr-assets.com/books/1438701397m/21418013.jpg,https://images.gr-assets.com/books/1438701397s/21418013.jpg
2905,17380041,17380041,24080996,64,385351232,Jo Baker,2013.0,Longbourn,eng,3.62,32744,38006,https://images.gr-assets.com/books/1452268403m/17380041.jpg,https://images.gr-assets.com/books/1452268403s/17380041.jpg
2906,21412202,21412202,27029851,1,1476764026,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014.0,As You Wish: Inconceivable Tales from the Making of The Princess Bride,eng,4.08,31886,34379,https://images.gr-assets.com/books/1418103917m/21412202.jpg,https://images.gr-assets.com/books/1418103917s/21412202.jpg
2907,773276,773276,2992071,36,399230033,Peggy Rathmann,1994.0,"Good Night, Gorilla",,4.2,37948,38692,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2908,13522285,13522285,19082966,36,62217135,Robyn Schneider,2013.0,The Beginning of Everything,eng,3.78,35150,40765,https://images.gr-assets.com/books/1366395005m/13522285.jpg,https://images.gr-assets.com/books/1366395005s/13522285.jpg
2909,6389704,6389704,6578095,34,054506046X,Jude Watson,2009.0,"In Too Deep (The 39 Clues, #6)",eng,4.02,35694,37137,https://images.gr-assets.com/books/1357211047m/6389704.jpg,https://images.gr-assets.com/books/1357211047s/6389704.jpg
2910,138269,138269,985716,73,1840187166,"Frank W. Abagnale, Stan Redding",1980.0,Catch Me If You Can: The True Story of a Real Fake,eng,4.05,32048,36201,https://images.gr-assets.com/books/1358730242m/138269.jpg,https://images.gr-assets.com/books/1358730242s/138269.jpg
